Dataset,Agent,PSNR,SSIM,LPIPS,BPP
kodak,JPEG_Q50,32.409150818614194,0.9234735999493285,0.025486664846539497,0.8006591796875
kodak,JPEG_Q70,33.97298361102723,0.9409183596748827,0.012979968450963497,1.0426025390625
kodak,JPEG_Q90,37.65762743266722,0.9677544589530963,0.004205453675240278,1.86328125
kodak,PNG,inf,1.0,0.0,10.5390625
kodak,WebP,33.638862894703756,0.932544578637612,0.027920443564653397,0.529541015625
kodak,AE,8.328606289891304,0.4890420367231288,0.603890597820282,64.0
kodak,VAE,8.366783229067535,0.21504304226702867,0.6227143406867981,256.0
kodak,NIC_Q1,28.33026152037221,0.8483643935712717,0.1662607192993164,0.94140625
kodak,NIC_Q3,30.886868084364796,0.8969970435924681,0.10534916073083878,1.96484375
kodak,NIC_Q5,33.90960167911937,0.9404529477379926,0.04377768933773041,4.1328125
kodak,ScaleHyperprior_q1,28.869077057278396,0.8574644123116623,0.15525700151920319,0.1201171875
kodak,ScaleHyperprior_q3,31.912016667684597,0.9065703192475748,0.09394707530736923,0.2470703125
kodak,ScaleHyperprior_q5,35.2329809461817,0.9479289356321021,0.03750068321824074,0.5
kodak,GAN,24.887728333004368,0.8060422001307413,0.29550135135650635,6.0
kodak,SD_FP16,27.762786100652065,0.8444535631115269,0.031058069318532944,2.0
kodak,SD_INT8,15.434746999287924,0.6644634019916457,0.18639788031578064,0.5
kodak,JPEG_Q30,29.079094414250406,0.8798197374538206,0.08498221635818481,0.7760009765625
kodak,JPEG_Q50,30.515141817954383,0.9079583991834115,0.0482807420194149,1.02978515625
kodak,JPEG_Q70,32.170780158806366,0.9311556744569683,0.02414734475314617,1.3963623046875
kodak,JPEG_Q90,36.57799843845653,0.9648016730385985,0.0076266443356871605,2.554443359375
kodak,PNG,inf,1.0,0.0,14.240966796875
kodak,WebP,32.03546557785238,0.9269260080687177,0.040742386132478714,0.859130859375
kodak,AE,14.988823164557708,0.4560928085939316,0.6636571884155273,64.0
kodak,VAE,14.674389090272948,0.3081186234779218,0.6593683958053589,256.0
kodak,NIC_Q1,25.506145692879493,0.758538405198309,0.3033176362514496,1.09375
kodak,NIC_Q3,28.071672526585,0.8530642017177129,0.1673128306865692,2.60546875
kodak,NIC_Q5,31.263754109454776,0.9232618142681379,0.04927835240960121,5.83984375
kodak,ScaleHyperprior_q1,26.38824196056411,0.7909739462688671,0.2723366320133209,0.15771484375
kodak,ScaleHyperprior_q3,29.815614318208993,0.8866103957332881,0.11345919221639633,0.384765625
kodak,ScaleHyperprior_q5,33.38958275869917,0.9422411775320593,0.033627986907958984,0.78759765625
kodak,GAN,24.03925755408586,0.7130318246042125,0.39937451481819153,6.0
kodak,SD_FP16,23.94924571743946,0.7281001852016091,0.06199567764997482,2.0
kodak,SD_INT8,18.330961137707316,0.5641646629232966,0.2268567830324173,0.5
kodak,JPEG_Q30,29.362722837917534,0.8111275819019488,0.10366947203874588,0.7310791015625
kodak,JPEG_Q50,30.667128362315456,0.8526214720266809,0.06053908169269562,1.0108642578125
kodak,JPEG_Q70,32.01843734231773,0.8856165295035016,0.029779089614748955,1.39306640625
kodak,JPEG_Q90,35.23103865401315,0.9394946730346555,0.010025477036833763,2.6636962890625
kodak,PNG,inf,1.0,0.0,14.8018798828125
kodak,WebP,31.451355926325757,0.8686866796329111,0.04944145306944847,0.783935546875
kodak,AE,13.987641534104274,0.38410054369246227,0.7568569183349609,64.0
kodak,VAE,13.625504755567132,0.28118336255756565,0.7587277889251709,256.0
kodak,NIC_Q1,26.882898746855442,0.6665989575392447,0.37649258971214294,0.9296875
kodak,NIC_Q3,29.124032027316936,0.7701983622487071,0.24547457695007324,2.21484375
kodak,NIC_Q5,31.791242098566318,0.8681244042324089,0.09868717193603516,5.2890625
kodak,ScaleHyperprior_q1,27.055735288748252,0.6718873626461054,0.377623975276947,0.123046875
kodak,ScaleHyperprior_q3,29.72853832259398,0.7872392409579172,0.2382083684206009,0.3125
kodak,ScaleHyperprior_q5,32.86527920885205,0.8883411461234374,0.07839971035718918,0.75439453125
kodak,GAN,26.38434661705968,0.6675284478998441,0.4528030753135681,6.0
kodak,SD_FP16,26.55065946317589,0.6630787783429617,0.06755953282117844,2.0
kodak,SD_INT8,20.832390882890166,0.4707137432428825,0.23985230922698975,0.5
kodak,JPEG_Q30,30.10131625712774,0.8649895580401199,0.051756877452135086,0.648681640625
kodak,JPEG_Q50,31.67088070522388,0.899391541499095,0.028397640213370323,0.865966796875
kodak,JPEG_Q70,33.33627072557596,0.9251381979330563,0.01605949178338051,1.1466064453125
kodak,JPEG_Q90,36.54680165099638,0.9589818877815408,0.004842487163841724,2.056640625
kodak,PNG,inf,1.0,0.0,12.5269775390625
kodak,WebP,33.03870206490756,0.9151295100768407,0.033845048397779465,0.588134765625
kodak,AE,11.991692962507072,0.42313528010039897,0.7860571146011353,64.0
kodak,VAE,11.680546770924863,0.3243659776616885,0.7778149247169495,256.0
kodak,NIC_Q1,27.361985455470705,0.8098893912073218,0.18012087047100067,0.9765625
kodak,NIC_Q3,29.847691245300624,0.8757201796758577,0.09657806903123856,2.02734375
kodak,NIC_Q5,33.05258969149948,0.931382709802053,0.037107035517692566,4.171875
kodak,ScaleHyperprior_q1,27.863872096215502,0.815174991702047,0.1697092354297638,0.125
kodak,ScaleHyperprior_q3,31.228341093349204,0.8889074682322461,0.08411704003810883,0.26220703125
kodak,ScaleHyperprior_q5,34.54688795007245,0.9392370861318069,0.034275900572538376,0.5
kodak,GAN,26.773129386501896,0.8437666543431671,0.2554563581943512,6.0
kodak,SD_FP16,27.62481033270197,0.8421099181475217,0.03303607553243637,2.0
kodak,SD_INT8,18.53998017775754,0.6333110449356169,0.22897468507289886,0.5
kodak,JPEG_Q30,27.998498877500566,0.8460123355575716,0.09446471184492111,0.9014892578125
kodak,JPEG_Q50,29.42055557510065,0.8838961025438884,0.04995545744895935,1.243408203125
kodak,JPEG_Q70,31.09799699501493,0.9158490036862291,0.027611402794718742,1.69091796875
kodak,JPEG_Q90,35.08781215569127,0.9609233630462787,0.008802776224911213,3.1160888671875
kodak,PNG,inf,1.0,0.0,15.2720947265625
kodak,WebP,31.257442412948947,0.915705539569387,0.04048296809196472,1.100341796875
kodak,AE,12.929761384233062,0.264685697721633,0.7763063311576843,64.0
kodak,VAE,12.672960894797516,0.21461039172657856,0.7601900100708008,256.0
kodak,NIC_Q1,25.16011078753238,0.6802520644478451,0.36667877435684204,1.16015625
kodak,NIC_Q3,27.248333166123327,0.8019728673884431,0.2330625355243683,2.7734375
kodak,NIC_Q5,29.71009591091732,0.8946615919841214,0.08225028961896896,6.5078125
kodak,ScaleHyperprior_q1,25.497254779124937,0.6969375724324799,0.3586631417274475,0.1689453125
kodak,ScaleHyperprior_q3,28.237189503760245,0.8304410927541511,0.19596531987190247,0.44580078125
kodak,ScaleHyperprior_q5,31.570544014579532,0.9197184716511315,0.05769505724310875,0.9755859375
kodak,GAN,23.824713419836606,0.6267601609880794,0.5090579986572266,6.0
kodak,SD_FP16,23.969185931410376,0.6672840530158659,0.08623170107603073,2.0
kodak,SD_INT8,18.7303630045508,0.4524721182766669,0.2840081453323364,0.5
